algorithm,psnr,ssim,edge_preservation,iou,dice_coefficient,precision,recall,compression_ratio,execution_time,cpu_usage,memory_usage_mb,performance_score
K-Means,25.714950761677983,0.6668968610371669,0.22840827980014275,0.4271251634741134,0.5985812238561387,0.9734553615260537,0.43215853544630906,0.0,0.25470995903015137,106.0,0.0,65.81763346989949
Otsu,11.44232948375648,0.4151141437109737,0.12045040044405678,0.5735851381743122,0.7290169743720265,0.9820656187361536,0.579656900899779,0.0,0.0013492107391357422,0.0,0.0,99.99550263086955
Adaptive Thresholding,10.597989221628962,0.21184275573070652,0.08022073055223819,0.5862913662414494,0.7391975758282101,0.9826985151710781,0.5924063638344905,0.0,0.0012729167938232422,779.4,0.0,66.66242361068726
Region Growing,7.8896354392854615,0.048253419309914614,0.09256926952141058,0.435821494130532,0.6070691877954448,0.9795783926218709,0.4398175534730222,0.0,0.05379152297973633,92.9,0.0,68.85402825673421
Split and Merge,11.44232948375648,0.4151141437109737,0.12045040044405678,0.5735851381743122,0.7290169743720265,0.9820656187361536,0.579656900899779,0.0,0.004991054534912109,0.0,0.0,99.9833631515503
MobileNet-Seg,6.034694581384806,0.0002375830448525882,0.0,0.0,0.0,0.0,0.0,0.0,0.26095032691955566,99.6,0.0,65.93016557693481
K-Means,21.35504283301539,0.7053699926367388,0.32231543624161074,0.6208216831658229,0.7660579687621416,0.9448341958980256,0.6441714584422373,0.0,0.2864346504211426,101.2,0.0,65.71188449859619
Otsu,14.389898968987431,0.6262315929354478,0.44500875656742556,0.6343162010263094,0.776246604699843,0.741701985808848,0.8141662310507057,0.0,0.0013527870178222656,0.0,0.0,99.9954907099406
Adaptive Thresholding,9.138035403811692,0.31661548120569516,0.2346375517493303,0.4960794864896029,0.663172633499043,0.6520574936216434,0.6746732880292734,0.0,0.0013861656188964844,713.7,0.0,66.66204611460368
Region Growing,3.675782434932215,0.001000239588030084,0.0,0.0,0.0,0.0,0.0,0.0,0.0017497539520263672,0.0,0.0,99.99416748682658
Split and Merge,14.389898968987431,0.6262315929354478,0.44500875656742556,0.6343162010263094,0.776246604699843,0.741701985808848,0.8141662310507057,0.0,0.01904129981994629,105.0,0.0,66.60319566726685
MobileNet-Seg,4.351273600277026,0.07641612830276971,0.04828448079981822,0.1744119184526921,0.29702000756682173,1.0,0.1744119184526921,0.0,0.2710094451904297,99.6,0.0,65.89663518269857
K-Means,25.27607171251812,0.7282458111916572,0.19108851674641147,0.4064221779728188,0.5779518900343643,0.7020772107934812,0.4911227398028314,0.0,0.3183131217956543,97.4,0.0,66.47228959401448
Otsu,12.45247602212834,0.4200574912646569,0.11467548573790823,0.42847978330987047,0.5999101818816895,0.6436716993254096,0.5617203195813671,0.0,0.0014309883117675781,0.0,0.0,99.99523003896077
Adaptive Thresholding,12.089611982700335,0.22230760428347895,0.07339907627012858,0.49184270509898237,0.6593760902780285,0.6797469924345777,0.6401906274821286,0.0,0.0012202262878417969,0.0,0.0,99.99593257904053
Region Growing,10.098483312484882,0.251569923496281,0.0828841655649344,0.5179825820652694,0.6824618255639477,0.7414043450864359,0.6322010933046769,0.0,0.0651099681854248,107.5,0.0,66.44963343938191
Split and Merge,12.45247602212834,0.4200574912646569,0.11467548573790823,0.42847978330987047,0.5999101818816895,0.6436716993254096,0.5617203195813671,0.0,0.009900331497192383,100.8,0.0,66.63366556167603
MobileNet-Seg,7.20365378448014,0.00030982050225152085,0.0,0.0,0.0,0.0,0.0,0.0,0.26017045974731445,99.9,0.0,65.83276513417562
K-Means,24.64125062226101,0.6960665017183061,0.10217560217560218,0.4670082787061829,0.6366811769025017,0.992673273803683,0.4686235755535654,0.0,0.3180971145629883,100.6,0.0,65.60634295145671
Otsu,10.699139977271217,0.43627482969940035,0.11843817787418655,0.506320159926188,0.6722610151496591,0.9919262517322408,0.50841542880084,0.0,0.0015082359313964844,0.0,0.0,99.99497254689534
Adaptive Thresholding,11.212344806805554,0.1500424127479253,0.041267401916470804,0.6713592680155976,0.8033691868208581,0.9914752760332827,0.6752570952101541,0.0,0.0013527870178222656,0.0,0.0,99.9954907099406
Region Growing,7.567962485033598,0.1645425300817437,0.07235306598769362,0.299865862871768,0.46137970299378467,0.9950373477949452,0.3003149995367654,0.0,0.036176443099975586,82.9,0.0,72.24607852300008
Split and Merge,10.699139977271217,0.43627482969940035,0.11843817787418655,0.506320159926188,0.6722610151496591,0.9919262517322408,0.50841542880084,0.0,0.007429599761962891,134.4,0.0,66.64190133412679
MobileNet-Seg,6.499500953774378,0.23068305321959093,0.6990686845168801,0.23316734893383026,0.3781601080103551,0.9557948782167679,0.235709212192335,0.0,0.2665712833404541,97.5,0.0,66.61142905553181
K-Means,24.5114011557905,0.6181097784006521,0.1059850374064838,0.41249417972993946,0.5840649620358873,0.9867087432708372,0.4147989761518292,0.0,0.2670276165008545,101.1,0.0,65.77657461166382
Otsu,14.422041768936122,0.4078056099393837,0.04364694471387003,0.4553388643465144,0.6257496113126527,0.970633592545198,0.46169933824447495,0.0,0.0014071464538574219,705.2,0.0,66.66197617848714
Adaptive Thresholding,13.579137246442205,0.28995759562378387,0.0396967679147672,0.6626916262229412,0.7971311285524987,0.9810012544189759,0.6713072793107754,0.0,0.001073598861694336,0.0,0.0,99.99642133712769
Region Growing,7.780299769113547,0.17995592216935682,0.06529391059486096,0.31051185319733593,0.4738787404932831,0.9832366532297709,0.3121644400049944,0.0,0.03727388381958008,107.3,0.0,66.54242038726807
Split and Merge,14.422041768936122,0.4078056099393837,0.04364694471387003,0.4553388643465144,0.6257496113126527,0.970633592545198,0.46169933824447495,0.0,0.011719942092895508,85.3,0.0,71.52760019302367
MobileNet-Seg,7.492278862498395,0.023929090577221614,0.0,0.03272522979447245,0.0633764506769826,0.9966730038022814,0.032728805094268947,0.0,0.26007580757141113,96.1,0.0,67.0997473080953
K-Means,25.498929560114988,0.6403419600722361,0.21751006325474412,0.5313209645775725,0.6939380794334541,0.9892429820524621,0.5344085520284654,0.0,0.44666481018066406,96.3,0.0,66.41111729939779
Otsu,18.66908786378444,0.6115223473642716,0.3242210815327683,0.6485135531248554,0.7867858312666698,0.9891754518072289,0.6531487437654407,0.0,0.0019736289978027344,0.0,0.0,99.993421236674
Adaptive Thresholding,12.28918377993711,0.3507726864573337,0.1380424157422755,0.5802626722440944,0.7343876210403387,0.9826804875507865,0.5862583321679952,0.0,0.002172231674194336,0.0,0.0,99.99275922775269
Region Growing,7.742778718487696,0.034864363187613635,0.05401778225130012,0.05326124110499984,0.10113586074642278,0.9991256193529583,0.053263723799313226,0.0,0.014554977416992188,137.3,0.0,66.61815007527669
Split and Merge,18.66908786378444,0.6115223473642716,0.3242210815327683,0.6485135531248554,0.7867858312666698,0.9891754518072289,0.6531487437654407,0.0,0.01823282241821289,109.6,0.0,66.60589059193929
MobileNet-Seg,7.560251903292906,0.014123775934270161,0.0,0.01445019344613807,0.028488719386114046,1.0,0.01445019344613807,0.0,0.7164726257324219,97.7,0.0,65.0450912475586
K-Means,23.397995798731785,0.45215577959680503,0.23042822945296568,0.9181312104573176,0.9573184623156393,0.9735087330526401,0.9416578978136326,0.0,0.5109670162200928,99.8,0.0,65.03010994593302
Otsu,19.425363923405207,0.8260367680635903,0.6247187265605467,0.8849069233134939,0.9389396498771498,0.9251238794114309,0.9531743247983164,0.0,0.001730203628540039,0.0,0.0,99.99423265457153
Adaptive Thresholding,9.782291733756388,0.37370944120623517,0.2605177993527508,0.4747753145596165,0.6438612171934671,0.7962447245270018,0.5404341556568846,0.0,0.0023338794708251953,0.0,0.0,99.99222040176392
Region Growing,5.547820449724021,0.007724410761106428,0.08091882015139651,0.0,0.0,0.0,0.0,0.0,0.020776033401489258,96.2,0.0,67.8640798886617
Split and Merge,19.425363923405207,0.8260367680635903,0.6247187265605467,0.8849069233134939,0.9389396498771498,0.9251238794114309,0.9531743247983164,0.0,0.025601625442504883,117.1,0.0,66.58132791519165
MobileNet-Seg,5.484867330871987,0.022115188604476015,0.04473630207264519,0.0,0.0,0.0,0.0,0.0,0.4284970760345459,95.7,0.0,66.67167641321818
K-Means,22.076512373902887,0.6266323775204319,0.34471671457105274,0.8450783998092172,0.9160352209386865,0.9126879366408036,0.9194071479535577,0.0,0.49411749839782715,99.2,0.0,65.28627500534058
Otsu,12.760178177833176,0.5909453761895399,0.47676665439823335,0.7230597570047111,0.8392741506094314,0.7543523811987479,0.9457417136926769,0.0,0.0017652511596679688,0.0,0.0,99.99411582946777
Adaptive Thresholding,9.286349330966804,0.4337305247402501,0.3820115381942031,0.3492251198107923,0.5176676815204355,0.49219298245614035,0.5459233313874294,0.0,0.001802682876586914,0.0,0.0,99.99399105707805
Region Growing,4.81782195798563,0.00013509303619421904,0.0,0.0,0.0,0.0,0.0,0.0,0.002552032470703125,0.0,0.0,99.99149322509766
Split and Merge,12.760178177833176,0.5909453761895399,0.47676665439823335,0.7230597570047111,0.8392741506094314,0.7543523811987479,0.9457417136926769,0.0,0.024123191833496094,82.9,0.0,72.28625602722168
MobileNet-Seg,8.77821099684085,0.4995349742346122,0.46145335972982415,0.4123691600714833,0.5839396267341498,0.5451860602480804,0.6286242459622494,0.0,0.26150012016296387,99.4,0.0,65.99499959945679
K-Means,21.103393826742952,0.7392499082326296,0.3840154689010635,0.611269941105838,0.7587430578966979,0.7828713705100508,0.7360575599008538,0.0,0.28203415870666504,102.8,0.0,65.72655280431111
Otsu,19.499800248312123,0.7528094343898418,0.5730894839973874,0.4811265677531053,0.649676507366933,0.5367666876291438,0.8227416689617185,0.0,0.0012204647064208984,0.0,0.0,99.99593178431194
Adaptive Thresholding,11.646198375590808,0.49827206915216377,0.3657403634585608,0.38803361903969374,0.5591127098321343,0.49511573582501595,0.6421096116772239,0.0,0.0013484954833984375,0.0,0.0,99.99550501505534
Region Growing,6.127854681606189,0.003089348780902956,0.001594896331738437,0.0,0.0,0.0,0.0,0.0,0.0023245811462402344,0.0,0.0,99.9922513961792
Split and Merge,19.499800248312123,0.7528094343898418,0.5730894839973874,0.4811265677531053,0.649676507366933,0.5367666876291438,0.8227416689617185,0.0,0.026823997497558594,111.8,0.0,66.5772533416748
MobileNet-Seg,6.338344717239072,0.027711392746291946,0.0,0.07893830900578352,0.14632589898216394,1.0,0.07893830900578352,0.0,0.26439452171325684,102.1,0.0,65.78535159428914
K-Means,26.175603047820807,0.7838650217361206,0.32482124616956076,0.9347135144548938,0.966255218120239,0.9646813004111529,0.9678342800468849,0.0,0.27502989768981934,101.8,0.0,65.74990034103394
Otsu,31.09140084332609,0.933032026686251,0.710519832471052,0.018744336157967535,0.0367989013389931,0.059805214568327075,0.026575601839329187,0.0,0.002028942108154297,0.0,0.0,99.99323685963948
Adaptive Thresholding,19.2216943371223,0.8049386208480688,0.27136014258661023,0.7094035161892682,0.8300012366544375,0.7645428311057109,0.90771796952484,0.0,0.0008900165557861328,0.0,0.0,99.99703327814738
Region Growing,13.713521291978633,0.5943178416482795,0.0,0.9375179704952116,0.9677515096859625,0.9803640400582834,0.9554593814804797,0.0,0.06729292869567871,104.0,0.0,66.44235690434773
Split and Merge,31.09140084332609,0.933032026686251,0.710519832471052,0.018744336157967535,0.0367989013389931,0.059805214568327075,0.026575601839329187,0.0,0.020687103271484375,96.6,0.0,67.73104298909506
MobileNet-Seg,58.437797835571345,0.9962505528021649,1.0,0.2075042724609375,0.3436911606747962,0.39110178021914815,0.30653232350554505,0.0,0.27256011962890625,99.0,0.02734375,66.09055480957032
K-Means,27.73734895602725,0.8174286314119842,0.2274019329164298,0.6623041051907347,0.79685071236077,0.9851044959406908,0.669003861003861,0.0,0.23726797103881836,101.1,0.0,65.8757734298706
Otsu,27.509049345941293,0.5563714289539502,0.46408991228070173,0.2718797271015343,0.4275242718446602,0.9979603399433428,0.27203088803088804,0.0,0.0017931461334228516,0.0,0.0,99.99402284622192
Adaptive Thresholding,18.56250354863964,0.796803290592889,0.19024276377217553,0.8297295214610465,0.9069422684927815,0.9974987030312014,0.8314594594594594,0.0,0.0009992122650146484,0.0,0.0,99.99666929244995
Region Growing,15.617589331998605,0.285580945154473,0.1069144075540664,0.05618532818532818,0.10639293443294146,1.0,0.05618532818532818,0.0,0.008766889572143555,114.1,0.0,66.63744370142619
Split and Merge,27.509049345941293,0.5563714289539502,0.46408991228070173,0.2718797271015343,0.4275242718446602,0.9979603399433428,0.27203088803088804,0.0,0.018829345703125,106.1,0.0,66.60390218098958
MobileNet-Seg,13.717762798427751,0.2551412278711492,0.0,0.0,0.0,0.0,0.0,0.0,0.2605469226837158,99.8,0.00390625,65.86471338272095
K-Means,20.12220843557476,0.5892158056270393,0.1043187982474442,0.4103730105082038,0.5819354276502113,0.9754957455355513,0.4146473975877431,0.0,0.31437182426452637,98.6,0.0,66.08542725245158
Otsu,12.761885887420792,0.5461403237100898,0.18181818181818182,0.5844774834335266,0.7377542307095172,0.9839523747896984,0.590102606292979,0.0,0.0013968944549560547,0.0,0.0,99.99534368515015
Adaptive Thresholding,12.208848612525458,0.2683510059161643,0.08046514345818968,0.7076644706319013,0.8288097372782351,0.9947608695652174,0.7103118548299467,0.0,0.0011153221130371094,888.8,0.0,66.66294892628987
Region Growing,9.00109047008762,0.2874923395811273,0.10547900262467191,0.43962001853568117,0.6107445199085847,0.988915913829048,0.4417969295726549,0.0,0.05246782302856445,95.3,0.0,68.05844058990478
Split and Merge,12.761885887420792,0.5461403237100898,0.18181818181818182,0.5844774834335266,0.7377542307095172,0.9839523747896984,0.590102606292979,0.0,0.02303934097290039,86.7,0.0,71.023202196757
MobileNet-Seg,8.768863532399589,0.4441186977036771,0.012909632571996028,0.5099424100836684,0.6754461715601612,1.0,0.5099424100836684,0.0,0.2633543014526367,98.7,0.0,66.22215232849122
K-Means,21.779563440228515,0.8171659243745242,0.41676638021683166,0.370785103170609,0.540982101881597,0.6308691308691309,0.47351507685715816,0.0,0.2980215549468994,97.3,0.0,66.57326148351034
Otsu,16.305883096863273,0.7183736753326473,0.563945701357466,0.5339585482509612,0.6961838034799408,0.6405796449224815,0.7623587381500723,0.0,0.0014717578887939453,0.0,0.0,99.99509414037068
Adaptive Thresholding,10.9640963300727,0.5650303119408785,0.4811304903048022,0.372212051418335,0.5424993185763266,0.5842113394098564,0.5063467409351401,0.0,0.0014672279357910156,0.0,0.0,99.99510924021403
Region Growing,5.759202785033434,0.0003106324142105667,4.714979489839219e-05,0.0,0.0,0.0,0.0,0.0,0.0018458366394042969,0.0,0.0,99.99384721120198
Split and Merge,16.305883096863273,0.7183736753326473,0.563945701357466,0.5339585482509612,0.6961838034799408,0.6405796449224815,0.7623587381500723,0.0,0.03762650489807129,106.3,0.0,66.5412449836731
MobileNet-Seg,6.487345806958559,0.09272932027779353,0.09955608989179691,0.20392587435059717,0.3387681562381831,1.0,0.20392587435059717,0.0,0.274151086807251,98.5,0.0,66.2528297106425
K-Means,22.30268034204844,0.7687439174944517,0.3539607084262337,0.4401293496928718,0.6112358584827616,0.9869886541063808,0.44269795816733065,0.0,0.29127025604248047,99.6,0.0,65.82909914652507
Otsu,14.47414236124005,0.6679803485590735,0.5182519855326447,0.6642290721713104,0.7982423613171166,0.9871148202494497,0.6700385956175299,0.0,0.0014081001281738281,0.0,0.0,99.99530633290608
Adaptive Thresholding,10.483701921533605,0.5063069859431887,0.4512856568903174,0.5075203063714135,0.6733180365483897,0.9849556461280269,0.5114853087649402,0.0,0.00142669677734375,696.6,0.0,66.66191101074219
Region Growing,5.627733619472761,0.00020811259727579774,0.00035561877667140827,3.112549800796813e-05,6.224905848299044e-05,1.0,3.112549800796813e-05,0.0,0.00171661376953125,0.0,0.0,99.99427795410156
Split and Merge,14.47414236124005,0.6679803485590735,0.5182519855326447,0.6642290721713104,0.7982423613171166,0.9871148202494497,0.6700385956175299,0.0,0.02563786506652832,78.0,0.0,73.91454044977824
MobileNet-Seg,5.627779344174108,0.0002113007727360264,0.00010157956219208695,1.5562749003984063e-05,3.112501361719346e-05,1.0,1.5562749003984063e-05,0.0,0.27002573013305664,103.7,0.0,65.76658089955647
K-Means,21.878968324927072,0.6728727852576531,0.3548265696543938,0.7967477503938479,0.8868776935651657,0.9428697822858407,0.8371629773026962,0.0,0.29144811630249023,99.5,0.0,65.86183961232503
Otsu,15.791126596238064,0.655088651480312,0.4657431204162227,0.7072283239574962,0.8285105325784222,0.7758485575745702,0.888842128889263,0.0,0.0015292167663574219,0.0,0.0,99.99490261077881
Adaptive Thresholding,9.809516187373836,0.43927450091006975,0.327107425441266,0.42245626633155803,0.5939813776082566,0.5937648938854467,0.5941980192464158,0.0,0.0014061927795410156,0.0,0.0,99.99531269073486
Region Growing,4.99080877116895,0.0013684999905500758,0.0004888780249327792,0.0,0.0,0.0,0.0,0.0,0.0018875598907470703,530.3,0.0,66.66037480036418
Split and Merge,15.791126596238064,0.655088651480312,0.4657431204162227,0.7072283239574962,0.8285105325784222,0.7758485575745702,0.888842128889263,0.0,0.01707172393798828,117.1,0.0,66.60976092020671
MobileNet-Seg,4.992071379176036,0.00448972682367924,0.004790905399918798,0.0,0.0,0.0,0.0,0.0,0.26959800720214844,100.1,0.0,65.7680066426595
K-Means,24.086527826037848,0.6812665264011634,0.2641466208476518,0.2809922736348641,0.43871033325991565,0.4714514601995485,0.41022147587212066,0.0,0.28516125679016113,98.2,0.0,66.3161291440328
Otsu,13.390681733249334,0.3951251685416655,0.21486455197962492,0.5325459970164097,0.6949820730381738,0.7121151672318639,0.6786540350432496,0.0,0.0016629695892333984,0.0,0.0,99.99445676803589
Adaptive Thresholding,13.098527646253391,0.40269331497327937,0.1981178990857274,0.36729707179466803,0.5372600868845075,0.4961358879407503,0.5858179398624885,0.0,0.0015718936920166016,0.0,0.0,99.99476035435994
