algorithm,psnr,ssim,edge_preservation,iou,dice_coefficient,precision,recall,compression_ratio,execution_time,cpu_usage,memory_usage_mb,performance_score
Split and Merge,14.022645461703632,0.622794533041323,0.1424115176964607,0.7152999152999153,0.834023145363296,0.9865969965377345,0.722318984822095,0.0,0.0029594898223876953,336.7,0.0,66.65680170059204
MobileNet-Seg,6.168017118475748,0.0002837604948349082,0.0,0.0,0.0,0.0,0.0,0.0,0.26968884468078613,100.1,0.0,65.76770385106404
K-Means,21.842851766717054,0.7569468431492871,0.37069005738813976,0.43179304411945435,0.6031500793957341,0.9829346761784865,0.43505448241703815,0.0,0.28247880935668945,102.7,0.0,65.7250706354777
Otsu,18.70447603237112,0.7654142655118034,0.5906810035842294,0.7043748659661162,0.8265492293173954,0.9855541505026041,0.7117230064388311,0.0,0.0013175010681152344,754.8,0.0,66.66227499643962
Adaptive Thresholding,11.317639838321627,0.5510615241367252,0.4357574223411565,0.5163281285984064,0.6810242702226542,0.9846288976723759,0.5205237741456167,0.0,0.001504659652709961,0.0,0.0,99.9949844678243
Region Growing,6.353316940558079,0.002533600636766238,0.00011371389583807141,6.191183754333828e-05,0.00012381600941001672,1.0,6.191183754333828e-05,0.0,0.002076864242553711,0.0,0.0,99.99307711919148
Split and Merge,18.70447603237112,0.7654142655118034,0.5906810035842294,0.7043748659661162,0.8265492293173954,0.9855541505026041,0.7117230064388311,0.0,0.0305478572845459,98.2,0.0,67.16484047571818
MobileNet-Seg,6.3534780819068,0.012115015261500465,0.00022740193291642978,0.011561856707269886,0.022859416120937635,0.9986631016042781,0.011562035661218426,0.0,0.2732415199279785,98.8,0.0,66.15586160024007
K-Means,21.96139713140586,0.6269373677197223,0.29620183359757357,0.875635023408706,0.9336944687856821,0.9435157109507071,0.9240755827704923,0.0,0.2740921974182129,102.1,0.0,65.75302600860596
Otsu,14.772224220110681,0.704041543373675,0.49337550728097396,0.7277187576027897,0.842404186908869,0.7609981554900672,0.9433129221308244,0.0,0.0012445449829101562,0.0,0.0,99.99585151672363
Adaptive Thresholding,8.83591465856981,0.36162782484055506,0.3144011756061719,0.42585172261738147,0.5973296042812386,0.6115638766519824,0.5837428714094242,0.0,0.0015780925750732422,0.0,0.0,99.99473969141643
Region Growing,4.170760355403247,0.00019435340747307682,0.00024222850222042794,0.0,0.0,0.0,0.0,0.0,0.0019888877868652344,0.0,0.0,99.99337037404378
Split and Merge,14.772224220110681,0.704041543373675,0.49337550728097396,0.7277187576027897,0.842404186908869,0.7609981554900672,0.9433129221308244,0.0,0.019524812698364258,102.4,0.0,66.60158395767212
MobileNet-Seg,4.17066869849235,0.00019492367629434881,0.0,0.0,0.0,0.0,0.0,0.0,0.2641012668609619,102.2,0.0,65.78632911046346
K-Means,24.052910969599935,0.6652148955638615,0.2843289726466014,0.2435735910791854,0.39173168813887377,0.445763645123546,0.34938231644818474,0.0,0.2869148254394531,97.6,0.0,66.51028391520182
Otsu,14.98603374868969,0.4858072974287569,0.3063166177838186,0.5212024161835651,0.6852505763055152,0.6771390198298791,0.6935588282893672,0.0,0.0015802383422851562,648.5,0.0,66.66139920552571
Adaptive Thresholding,12.228865880192469,0.35203091875516845,0.20257042813942383,0.4166337898513968,0.5882025303026285,0.578550558280288,0.598182014349679,0.0,0.0016140937805175781,615.5,0.0,66.66128635406494
Region Growing,7.492256744282448,0.028118730130846037,0.038656527249683145,0.0,0.0,0.0,0.0,0.0,0.0068509578704833984,0.0,0.0,99.97716347376506
Split and Merge,14.98603374868969,0.4858072974287569,0.3063166177838186,0.5212024161835651,0.6852505763055152,0.6771390198298791,0.6935588282893672,0.0,0.019855499267578125,100.7,0.0,66.60048166910808
MobileNet-Seg,7.292585890826474,0.0006852381875990902,0.0,0.0,0.0,0.0,0.0,0.0,0.2761850357055664,101.4,0.0,65.74604988098145
K-Means,21.80322963066738,0.6701704130308843,0.34622374064112815,0.1635469512313643,0.28111792318872053,0.3595572838767574,0.23077345035655514,0.0,0.27930402755737305,100.2,0.0,65.73565324147542
Otsu,17.149638733105427,0.6318894355262041,0.45288482958342613,0.6148441492079714,0.7614903884186378,0.7332046920225461,0.7920460778935821,0.0,0.0013310909271240234,0.0,0.0,99.99556303024292
Adaptive Thresholding,10.838343237254351,0.46346246598098456,0.28764720621398143,0.4582745927318296,0.6285161862051372,0.615645632217166,0.6419363686231486,0.0,0.0013604164123535156,0.0,0.0,99.99546527862549
Region Growing,5.859365485273601,0.00492991452992425,0.0004085384536819528,0.0,0.0,0.0,0.0,0.0,0.0017118453979492188,581.6,0.0,66.66096051534016
Split and Merge,17.149638733105427,0.6318894355262041,0.45288482958342613,0.6148441492079714,0.7614903884186378,0.7332046920225461,0.7920460778935821,0.0,0.018722057342529297,106.8,0.0,66.60425980885823
MobileNet-Seg,5.8589686557501075,0.00489704954530461,0.0,0.0,0.0,0.0,0.0,0.0,0.2718837261199951,99.3,0.0,65.99372091293334
K-Means,24.99655463832017,0.6864246255495821,0.09839924670433145,0.7044434504989435,0.8265964474124747,0.9876527192128879,0.7107023931783525,0.0,0.322833776473999,99.1,0.0,65.89055407842001
Otsu,17.376823778462718,0.8229446683698782,0.11115414407436096,0.8699916720644028,0.9304765203622148,0.9898926089703095,0.8777891886845299,0.0,0.001332998275756836,0.0,0.0,99.99555667241414
Adaptive Thresholding,10.876239389393449,0.20070153311609143,0.02906624014119464,0.6990545161939248,0.8228747336017049,0.9921593604497936,0.7029377898110977,0.0,0.0011954307556152344,871.7,0.0,66.66268189748128
Region Growing,5.288027717253173,0.023767359487415787,0.02334823646299056,0.09023433853048268,0.16553200599443374,1.0,0.09023433853048268,0.0,0.012106657028198242,165.0,0.0,66.62631114323933
Split and Merge,17.376823778462718,0.8229446683698782,0.11115414407436096,0.8699916720644028,0.9304765203622148,0.9898926089703095,0.8777891886845299,0.0,0.006003379821777344,166.3,0.0,66.64665540059407
MobileNet-Seg,5.087382044833709,0.0006724505207654215,0.0,0.0,0.0,0.0,0.0,0.0,0.2582590579986572,96.8,0.0,66.87246980667113
K-Means,27.032395086736738,0.7638200334563071,0.3886986301369863,0.5136110300778431,0.6786565635048639,0.9926409495548961,0.5155741873834441,0.0,0.3777029514312744,100.6,0.0,65.40765682856242
Otsu,11.725716421206114,0.49882969466604316,0.1355764473033152,0.5777651712612308,0.7323842378893154,0.9910841091999368,0.5807838725089777,0.0,0.0016093254089355469,0.0,0.0,99.99463558197021
Adaptive Thresholding,11.852741620824752,0.15607988716891147,0.045920440691741546,0.6875901875901876,0.814878153056862,0.994250832408435,0.690334910531264,0.0,0.001214742660522461,0.0,0.0,99.99595085779826
Region Growing,9.447295923190866,0.27319695703081065,0.053973837528855664,0.5436640426379147,0.7043813001031828,0.9885544014035479,0.5471078710910408,0.0,0.06641888618469238,90.3,0.0,69.67860371271769
Split and Merge,11.725716421206114,0.49882969466604316,0.1355764473033152,0.5777651712612308,0.7323842378893154,0.9910841091999368,0.5807838725089777,0.0,0.004837751388549805,204.5,0.0,66.65054082870483
MobileNet-Seg,6.371455479825413,0.03228799236123293,0.3659305993690852,0.03966957433036402,0.07631188852653424,0.9988358556461001,0.039671408535363654,0.0,0.26708340644836426,104.8,0.0,65.77638864517212
K-Means,24.261716156305653,0.5587025776566868,0.12051125989044431,0.43635566961910427,0.6075872137362996,0.9714325529542921,0.4420278367838686,0.0,0.3682215213775635,100.5,0.0,65.43926159540813
Otsu,11.701272558913399,0.3789114554946074,0.1694947209653092,0.48965721040189125,0.6574092441975798,0.9628712114261248,0.4990805618084398,0.0,0.0014841556549072266,0.0,0.0,99.99505281448364
Adaptive Thresholding,11.000030904981571,0.2406697618728615,0.08511156186612576,0.5717596913695476,0.727540850562654,0.9683325868746213,0.5826543229447386,0.0,0.0013608932495117188,0.0,0.0,99.99546368916829
Region Growing,8.868341120175279,0.10943230287462413,0.10007531538316701,0.3590487329434698,0.5283824255011532,0.9566626501017992,0.3649852572841698,0.0,0.04682660102844238,85.4,0.0,71.37724466323853
Split and Merge,11.701272558913399,0.3789114554946074,0.1694947209653092,0.48965721040189125,0.6574092441975798,0.9628712114261248,0.4990805618084398,0.0,0.0060176849365234375,165.9,0.0,66.64660771687825
MobileNet-Seg,7.42567194405882,0.2474666488742583,0.4916467780429594,0.2331690032352488,0.3781622837154101,0.8922360431527442,0.23992581084937067,0.0,0.2624852657318115,99.0,0.0,66.1250491142273
K-Means,21.709048998408484,0.6606880654110509,0.30856117898002716,0.040006715352975744,0.0769354942855298,0.07216401187087396,0.08238263154255687,0.0,0.2803378105163574,99.9,0.0,65.76554063161214
Otsu,14.850314344804874,0.691594425745576,0.5447426224811384,0.1989033299761802,0.3318087872524835,0.27007315114285096,0.4301320611214824,0.0,0.0013346672058105469,0.0,0.0,99.99555110931396
Adaptive Thresholding,8.897995584217371,0.41441099903812456,0.38374916423267763,0.3007409826695789,0.4624148645679671,0.4234107368663065,0.5093341630367144,0.0,0.0016756057739257812,0.0,0.0,99.99441464742024
Region Growing,4.287308788912499,0.0002613237157426243,0.0004359469390297067,0.00017285487105026619,0.0003456499948152501,1.0,0.00017285487105026619,0.0,0.002039194107055664,0.0,0.0,99.99320268630981
Split and Merge,14.850314344804874,0.691594425745576,0.5447426224811384,0.1989033299761802,0.3318087872524835,0.27007315114285096,0.4301320611214824,0.0,0.024565935134887695,122.1,0.0,66.58478021621704
MobileNet-Seg,5.908872443296889,0.479682453341989,0.5863168662374391,0.8276202145781656,0.9056807404258103,0.8592838525505772,0.9573739887990044,0.0,0.27542805671691895,105.3,0.0,65.74857314427693
K-Means,26.177156706570127,0.8074929550234625,0.25684877276326207,0.4803515709475115,0.6489695831376846,0.9912026264622446,0.48240824051379105,0.0,0.37088990211486816,99.8,0.0,65.4970336596171
Otsu,13.312352779868277,0.423511601363495,0.24695109261186265,0.581219018793335,0.7351530836466624,0.9922231302559776,0.5838788743756012,0.0,0.0014679431915283203,0.0,0.0,99.99510685602824
Adaptive Thresholding,11.909724873464686,0.38167824370204695,0.23454470292006463,0.5222728325484444,0.6861750684653616,0.9911216596343179,0.5247277465793801,0.0,0.0014171600341796875,0.0,0.0,99.9952761332194
Region Growing,9.379148511564201,0.10356488980159706,0.10532643982205123,0.2604487665887235,0.4132635510344489,0.9932089287823314,0.2609134063479259,0.0,0.03761863708496094,106.3,0.0,66.5412712097168
Split and Merge,13.312352779868277,0.423511601363495,0.24695109261186265,0.581219018793335,0.7351530836466624,0.9922231302559776,0.5838788743756012,0.0,0.007678985595703125,0.0,0.0,99.97440338134766
MobileNet-Seg,10.7478226123611,0.5509843191398693,0.39223280644823616,0.5380281260020461,0.6996336632680413,0.9716255342616849,0.5466166113369116,0.0,0.255817174911499,101.6,0.0,65.813942750295
K-Means,22.851058257875533,0.6674070473247738,0.3342954037087813,0.7126940444064446,0.8322491068782079,0.9424775634230796,0.7451046118606665,0.0,0.27018141746520996,99.9,0.0,65.79939527511597
Otsu,15.32082782170371,0.5437191013888857,0.3980885243679252,0.6812725789535019,0.8104248977611423,0.8044363716424483,0.8165032542808458,0.0,0.0014500617980957031,0.0,0.0,99.99516646067302
Adaptive Thresholding,11.11886003438772,0.4249126886009677,0.27432610124917817,0.42514713333593174,0.5966361274442773,0.5843936674613592,0.6094024972764602,0.0,0.0014688968658447266,0.0,0.0,99.99510367711385
Region Growing,6.37932487818333,0.027009622718595926,0.057563218390804596,0.0,0.0,0.0,0.0,0.0,0.00837850570678711,0.0,0.0,99.97207164764404
Split and Merge,15.32082782170371,0.5437191013888857,0.3980885243679252,0.6812725789535019,0.8104248977611423,0.8044363716424483,0.8165032542808458,0.0,0.021833419799804688,137.3,0.0,66.59388860066731
MobileNet-Seg,6.265509460154104,0.012574094666378412,0.0054757722905258805,0.0,0.0,0.0,0.0,0.0,0.2659423351287842,97.7,0.0,66.54685888290406
K-Means,24.717955665688475,0.6825347538981216,0.2857746330129898,0.35486753909990426,0.5238409347908028,0.6661473936488915,0.4316328907523876,0.0,0.25181078910827637,99.3,0.0,66.0606307029724
Otsu,16.64698338785205,0.5348388840317848,0.2741995880921176,0.7316223770019077,0.8450137705758022,0.8365374860505225,0.8536635867173953,0.0,0.0013985633850097656,0.0,0.0,99.99533812204997
Adaptive Thresholding,13.06450387410992,0.35182066673337253,0.18085193696651347,0.4728804931847746,0.6421165809077644,0.635189546455975,0.6491963661774982,0.0,0.0012295246124267578,0.0,0.0,99.99590158462524
Region Growing,7.823053088689255,0.008497925396564038,0.11860581745235707,0.002415966386554622,0.004820287121450277,0.012667988543732099,0.002976421564821285,0.0,0.017953157424926758,111.3,0.0,66.60682280858357
Split and Merge,16.64698338785205,0.5348388840317848,0.2741995880921176,0.7316223770019077,0.8450137705758022,0.8365374860505225,0.8536635867173953,0.0,0.01301121711730957,153.4,0.0,66.6232959429423
MobileNet-Seg,7.713787075042541,0.0005428745976008565,0.0,0.0,0.0,0.0,0.0,0.0,0.2729053497314453,102.6,0.0,65.75698216756184
K-Means,22.16704718591278,0.7247073126870752,0.37936317612576603,0.785324028994915,0.8797551774811763,0.9535303776683087,0.8165762015918103,0.0,0.26362133026123047,98.6,0.0,66.2545955657959
Otsu,16.008832188439513,0.6330013395866513,0.4163551401869159,0.715419606386929,0.8341044998241199,0.8036603488281148,0.8669460303175184,0.0,0.001382589340209961,0.0,0.0,99.99539136886597
Adaptive Thresholding,10.556311980577703,0.44809157783281767,0.31572553783455465,0.4476704522653397,0.6184701104658415,0.6097234368167905,0.627471383975026,0.0,0.001470804214477539,0.0,0.0,99.99509731928508
Region Growing,5.453114411742883,0.0006194912992726432,0.0,0.0,0.0,0.0,0.0,0.0,0.0026619434356689453,0.0,0.0,99.99112685521443
Split and Merge,16.008832188439513,0.6330013395866513,0.4163551401869159,0.715419606386929,0.8341044998241199,0.8036603488281148,0.8669460303175184,0.0,0.015272855758666992,65.4,0.0,78.14909048080445
MobileNet-Seg,5.452598166301362,0.001279997948379276,0.0,0.0,0.0,0.0,0.0,0.0,0.2584993839263916,104.4,0.0,65.80500205357869
K-Means,22.250613614024978,0.6365839716649189,0.30872243549683065,0.4275573212608368,0.599005468842698,0.9924226177711059,0.42895765421990145,0.0,0.337083101272583,100.9,0.0,65.54305632909139
Otsu,19.240103933801503,0.7615477257336218,0.509134955082265,0.7536565526344061,0.8595258307588634,0.9913594702628498,0.758639867756338,0.0,0.0013544559478759766,0.0,0.0,99.99548514684041
Adaptive Thresholding,10.138659704989145,0.35867839794628725,0.22353722852041027,0.5707176210371099,0.726696655583806,0.9900082598385335,0.574024007786309,0.0,0.0015857219696044922,0.0,0.0,99.99471426010132
Region Growing,5.617825202000875,0.004167314668527962,0.055089820359281436,0.03513108498509169,0.06787755772129606,1.0,0.03513108498509169,0.0,0.006990671157836914,142.8,0.0,66.64336442947388
Split and Merge,19.240103933801503,0.7615477257336218,0.509134955082265,0.7536565526344061,0.8595258307588634,0.9913594702628498,0.758639867756338,0.0,0.021370410919189453,140.3,0.0,66.5954319636027
MobileNet-Seg,5.940499239814722,0.12491412646725193,0.2552887735236859,0.13130127145483478,0.23212432402905991,1.0,0.13130127145483478,0.0,0.27390551567077637,98.6,0.0,66.22031494776408
K-Means,23.46348441645976,0.5741343018115814,0.23324538258575198,0.6257613564155418,0.7698071478279107,0.9903117411885899,0.6296157684630739,0.0,0.6254599094390869,94.3,0.0,66.48180030186971
Otsu,16.613339466739642,0.6687613195694214,0.43027812895069534,0.7026395593514049,0.8253532645735835,0.9890236731493782,0.7081618013972056,0.0,0.0017278194427490234,577.2,0.0,66.66090726852417
Adaptive Thresholding,10.345177033260601,0.3885148208678159,0.2767257864936818,0.5371043312870154,0.6988521473194974,0.9846633593196314,0.5416354790419161,0.0,0.002474069595336914,0.0,0.0,99.99175310134888
Region Growing,6.132292257103252,0.0351531334172317,0.10482577635223793,0.12035737674244551,0.21485532963133064,0.9992233009708738,0.12036863772455089,0.0,0.03292226791381836,121.5,0.0,66.5569257736206
Split and Merge,16.613339466739642,0.6687613195694214,0.43027812895069534,0.7026395593514049,0.8253532645735835,0.9890236731493782,0.7081618013972056,0.0,0.028333187103271484,105.8,0.0,66.57222270965576
MobileNet-Seg,5.921658266730036,0.001069790896598285,0.0,0.0,0.0,0.0,0.0,0.0,0.4168417453765869,98.3,0.0,65.84386084874471
K-Means,24.448580838705787,0.7103884246785288,0.2941525675274562,0.6810182017243739,0.8102448873257783,0.9004089313501972,0.7364946866767309,0.0,0.5311992168426514,97.9,0.0,65.5960026105245
Otsu,15.172571658441347,0.5170768678680991,0.3044631424913115,0.6814568579274461,0.8105552690390235,0.7853751978012826,0.837403427759524,0.0,0.0020973682403564453,0.0,0.0,99.99300877253215
Adaptive Thresholding,12.312193009109617,0.354739859712607,0.19762878168438267,0.42963721186590814,0.6010436889861898,0.5618885799608692,0.6460645886984578,0.0,0.001965045928955078,506.0,0.0,66.66011651357015
Region Growing,7.111331468251212,0.04089390823665939,0.07368771501498168,0.0,0.0,0.0,0.0,0.0,0.02801203727722168,107.0,0.0,66.57329320907593
Split and Merge,15.172571658441347,0.5170768678680991,0.3044631424913115,0.6814568579274461,0.8105552690390235,0.7853751978012826,0.837403427759524,0.0,0.0270998477935791,110.6,0.0,66.57633384068806
MobileNet-Seg,7.074166555055138,0.07884390102988185,0.07210074730141157,7.592053650512463e-05,0.00015182954602965736,0.0005231037489102005,8.880206020779682e-05,0.0,0.40484118461608887,101.3,0.0,65.31719605127971
K-Means,24.992926372998983,0.7145570970125723,0.34410019775873435,0.519100673416239,0.68343156250317,0.9908521340118246,0.5216004459446905,0.0,0.5592687129974365,96.6,0.0,65.93577095667521
Otsu,10.221002097586581,0.35820573712796594,0.22638204707170223,0.47421472827594713,0.6433455305802405,0.9903437620702974,0.4764175776532161,0.0,0.0015213489532470703,655.8,0.0,66.66159550348918
Adaptive Thresholding,11.155550169039795,0.18734580823357047,0.0976093969724543,0.6393723649055613,0.7800209136042053,0.9959344703986144,0.6410454925521043,0.0,0.0012366771697998047,0.0,0.0,99.99587774276733
Region Growing,8.290252782481106,0.16552852087714853,0.1095890410958904,0.3021832846613823,0.46411789833404526,0.993043566568498,0.3028243163729832,0.0,0.035758256912231445,111.8,0.0,66.54747247695923
Split and Merge,10.221002097586581,0.35820573712796594,0.22638204707170223,0.47421472827594713,0.6433455305802405,0.9903437620702974,0.4764175776532161,0.0,0.0045816898345947266,0.0,0.0,99.98472770055135
MobileNet-Seg,6.875497642386387,0.1344254398305764,0.5430622009569378,0.1451620373944325,0.2535222661147888,0.9804984878506622,0.14558236041002137,0.0,0.27334117889404297,98.8,0.0,66.15552940368651
K-Means,21.715711458391446,0.6718058322357585,0.3643065105618534,0.5311122232549272,0.6937600199231092,0.9662677766215747,0.5411456183376636,0.0,0.2854950428009033,101.6,0.0,65.715016523997
Otsu,16.16435094330596,0.5465208694989312,0.4381232030341959,0.22800777809170836,0.37134582070160244,0.4194771441675585,0.3331228905130758,0.0,0.001466512680053711,0.0,0.0,99.99511162439983
Adaptive Thresholding,12.400106327798365,0.52117978956051,0.3370601246732355,0.3819554277498203,0.5527753212297768,0.595144081324036,0.5160381710900128,0.0,0.0019299983978271484,0.0,0.0,99.99356667200725
Region Growing,7.193305720996004,0.0035813149214021637,0.0008397010664203543,0.0005584828691450356,0.001116342280250449,1.0,0.0005584828691450356,0.0,0.0018944740295410156,0.0,0.0,99.99368508656819
Split and Merge,16.16435094330596,0.5465208694989312,0.4381232030341959,0.22800777809170836,0.37134582070160244,0.4194771441675585,0.3331228905130758,0.0,0.021041154861450195,95.0,0.0,68.26319615046184
MobileNet-Seg,7.202995805491749,0.0035344350134421387,0.0,0.0,0.0,0.0,0.0,0.0,0.2749040126800537,98.2,0.0,66.35031995773316
K-Means,24.34566547842229,0.6577362115295265,0.2647870662460568,0.3718477263180821,0.5421122464022862,0.9917842323651452,0.37299667608183396,0.0,0.3252871036529541,98.4,0.0,66.11570965449015
Otsu,17.460038831452906,0.643954233799195,0.24630700064226077,0.6800544167207742,0.8095623688762928,0.9864334566655455,0.6864749301665081,0.0,0.0011439323425292969,0.0,0.0,99.99618689219157
Adaptive Thresholding,12.51742708411287,0.2956196193967026,0.10508949929885342,0.6086459780762699,0.7567183660933661,0.9828226670988008,0.6151901499664487,0.0,0.00138092041015625,0.0,0.0,99.99539693196614
Region Growing,7.540195771475484,0.0125842369195137,0.1379809681423252,0.0925845215117365,0.16947800319124687,0.9733267877597774,0.09282002465629438,0.0,0.012622356414794922,158.3,0.0,66.62459214528401
Split and Merge,17.460038831452906,0.643954233799195,0.24630700064226077,0.6800544167207742,0.8095623688762928,0.9864334566655455,0.6864749301665081,0.0,0.01154184341430664,86.5,0.0,71.12819385528564
MobileNet-Seg,7.4704472961797395,0.0005893610945417548,0.0,0.0,0.0,0.0,0.0,0.0,0.30225157737731934,102.6,0.0,65.65916140874226
K-Means,24.464926910114677,0.6608681060576351,0.20539019694950392,0.4207130217100436,0.592256163322346,0.6918517992760309,0.5177267295179923,0.0,0.26250243186950684,99.0,0.0,66.12499189376831
Otsu,15.356040329332961,0.47516578904926404,0.15760989617848464,0.7204515868384432,0.8375145134567467,0.8230934919739474,0.8524498738547338,0.0,0.0015707015991210938,0.0,0.0,99.99476432800293
Adaptive Thresholding,12.742185153085849,0.2938760001166382,0.09781308730565522,0.45873316967938704,0.6289473348716837,0.6048205178501374,0.655079006772009,0.0,0.0015761852264404297,0.0,0.0,99.9947460492452
Region Growing,8.507480875215805,0.0979019638259731,0.13012869871301286,0.19523572583654683,0.3266899099755425,0.47094418883776756,0.25008630991900144,0.0,0.04634809494018555,107.8,0.0,66.51217301686604
Split and Merge,15.356040329332961,0.47516578904926404,0.15760989617848464,0.7204515868384432,0.8375145134567467,0.8230934919739474,0.8524498738547338,0.0,0.015978336334228516,62.5,0.0,79.11340554555257
MobileNet-Seg,8.392987219506074,0.09160944496311824,0.004067107269954245,0.2288673482937193,0.372485034469345,1.0,0.2288673482937193,0.0,0.2725052833557129,99.1,0.0,66.05831572214763
K-Means,24.323027309017338,0.6434673760448008,0.2273471352912855,0.4478317800200262,0.6186240503904837,0.9876002174208452,0.45036405886909375,0.0,0.3057880401611328,101.4,0.0,65.64737319946289
Otsu,16.675091982326858,0.5720341071515389,0.256408202499199,0.6425132661693456,0.7823538225268757,0.9889909560111748,0.647141750580945,0.0,0.0012710094451904297,791.9,0.0,66.66242996851604
Adaptive Thresholding,11.939651246270033,0.36514372422604846,0.16726705091258406,0.5653932515148719,0.7223657709878666,0.9873237545320264,0.5695274980635167,0.0,0.0015845298767089844,0.0,0.0,99.99471823374431
Region Growing,7.269841996481993,0.009467721484302352,0.005977662419380211,0.03219209914794733,0.06237617818334634,1.0,0.03219209914794733,0.0,0.006203651428222656,0.0,0.0,99.97932116190593
Split and Merge,16.675091982326858,0.5720341071515389,0.256408202499199,0.6425132661693456,0.7823538225268757,0.9889909560111748,0.647141750580945,0.0,0.013619661331176758,146.7,0.0,66.62126779556274
MobileNet-Seg,7.412292715290812,0.0905418613562071,0.12102111566341002,0.09801704105344694,0.1785346445250222,1.0,0.09801704105344694,0.0,0.25739550590515137,101.0,0.0,65.80868164698283
K-Means,21.67843001826348,0.8410044217881708,0.44032331432170474,0.43760932493305055,0.6088014557827525,0.9876672605946267,0.4400136969244179,0.0,0.29140686988830566,102.9,0.0,65.69531043370564
Otsu,15.161503084850052,0.6789238327630818,0.5322652425456164,0.5984908106106199,0.7488198326044774,0.9858918630366812,0.6036608143444154,0.0,0.0014865398406982422,0.0,0.0,99.99504486719768
Adaptive Thresholding,11.783816534193882,0.6166537299055587,0.498649894625922,0.4943178308937064,0.6615966438653413,0.984137719028589,0.4982878844477649,0.0,0.0016138553619384766,0.0,0.0,99.99462048212688
Region Growing,6.251944890761188,0.000303607932404281,8.984725965858041e-05,6.225874735400324e-05,0.00012450974288738095,1.0,6.225874735400324e-05,0.0,0.0018868446350097656,0.0,0.0,99.9937105178833
Split and Merge,15.161503084850052,0.6789238327630818,0.5322652425456164,0.5984908106106199,0.7488198326044774,0.9858918630366812,0.6036608143444154,0.0,0.0349278450012207,114.5,0.0,66.5502405166626
MobileNet-Seg,100.0,1.0,1.0,0.9803466796875,0.9900758182826851,0.9803466796875,1.0,0.0,0.2791426181793213,96.7,0.0,66.8361912727356
K-Means,25.211217299027375,0.587637678995598,0.19805481874447392,0.028825544698158744,0.056035826183953676,0.05738668816987535,0.054747099173023915,0.0,0.24571681022644043,105.8,0.0,65.84761063257854
Otsu,13.421036172195752,0.3375162347820236,0.12879899392160973,0.7264680105170903,0.8415655617036398,0.8913222696153984,0.7970703250208346,0.0,0.0015611648559570312,0.0,0.0,99.9947961171468
Adaptive Thresholding,12.270720590302432,0.3339396882045144,0.09272800321414222,0.3757768319245449,0.5462758540553102,0.49946879150066403,0.6027629976280531,0.0,0.0012969970703125,764.5,0.0,66.66234334309895
Region Growing,8.25523817105163,0.08205293515450525,0.0983942603348138,0.08689846064196571,0.15990170892438288,0.2638018721898725,0.11471889223668184,0.0,0.027378320693969727,109.5,0.0,66.57540559768677
Split and Merge,13.421036172195752,0.3375162347820236,0.12879899392160973,0.7264680105170903,0.8415655617036398,0.8913222696153984,0.7970703250208346,0.0,0.01210784912109375,82.5,0.0,72.45964050292969
MobileNet-Seg,7.6176688570871995,0.0004401766402825392,0.0,0.0,0.0,0.0,0.0,0.0,0.2623903751373291,99.1,0.0,66.09203208287558
K-Means,23.289988699710836,0.6447010404057926,0.298840005658509,0.37335019119279633,0.5437071965869541,0.9787388843977365,0.37640292243121404,0.0,0.28530049324035645,98.1,0.0,66.34899835586548
Otsu,15.849774709240164,0.5549998371664486,0.3388468531878703,0.5866281037506538,0.739465161828301,0.9826821977115762,0.5927561013524016,0.0,0.0013797283172607422,0.0,0.0,99.99540090560913
Adaptive Thresholding,12.094821893743575,0.4382372234903065,0.2775081215364036,0.542164035425491,0.7031210986267166,0.9833775666992597,0.5471786102906886,0.0,0.0015087127685546875,658.6,0.0,66.66163762410481
Region Growing,7.3819457000523645,0.001122019361232677,0.0007798791187365958,0.000310896937665164,0.0006216006216006216,1.0,0.000310896937665164,0.0,0.0019762516021728516,0.0,0.0,99.99341249465942
Split and Merge,15.849774709240164,0.5549998371664486,0.3388468531878703,0.5866281037506538,0.739465161828301,0.9826821977115762,0.5927561013524016,0.0,0.016851425170898438,59.3,0.0,80.177161916097
MobileNet-Seg,12.697565827166994,0.505626745938747,0.315552285477789,0.554680705677724,0.7135622171832703,0.9982671399424243,0.5552152961293332,0.0,0.2617337703704834,99.3,0.0,66.02755409876505
K-Means,24.460697778634128,0.6752937012903614,0.24864864864864866,0.9010561423012785,0.947953216374269,0.9792141464620115,0.91862651657608,0.0,0.3753349781036377,98.6,0.0,65.88221673965454
Otsu,15.434755346341625,0.5516830727252761,0.17372134038800705,0.6894227410040895,0.8161636803756279,0.7732091822623767,0.8641714535947039,0.0,0.0014162063598632812,0.0,0.0,99.99527931213379
Adaptive Thresholding,12.577964189313125,0.32040204990180476,0.13396498455200823,0.4678455698546431,0.6374588437133378,0.6246229913473424,0.6508333118672883,0.0,0.0013506412506103516,0.0,0.0,99.99549786249797
Region Growing,7.461462875104557,0.010666107622664933,0.09018942606728866,0.0,0.0,0.0,0.0,0.0,0.017912626266479492,111.5,0.0,66.60695791244507
Split and Merge,15.434755346341625,0.5516830727252761,0.17372134038800705,0.6894227410040895,0.8161636803756279,0.7732091822623767,0.8641714535947039,0.0,0.01035761833190918,96.4,0.0,67.83214127222696
MobileNet-Seg,7.282707189255648,0.0006895185381119098,0.0,0.0,0.0,0.0,0.0,0.0,0.2737717628479004,98.6,0.0,66.220760790507
