timestamp,node_id,image_id,algorithm,profile,psnr_db,ssim,mask_iou,mask_dice,mask_ref_source,cpu_time_ms,memory_kb,compressed_bytes,compression_ratio
2026-09-04T01:22:43.470201,pi-test-01,img_6045,JPEG,-,34.594,0.9504,,,n/a,149.479,512.0,59514.0,15.49
2026-09-04T01:22:43.470201,pi-test-01,img_6045,JPEG2000-ROI,-,32.233,0.9095,0.5144,0.6794,sam_uploaded,1158.229,9724.0,160192.0,5.75
2026-09-04T01:22:46.854159,pi-test-01,img_6046,JPEG,-,34.593,0.9504,,,n/a,148.702,512.0,59503.0,15.49
2026-09-04T01:22:46.854159,pi-test-01,img_6046,JPEG2000-ROI,-,32.255,0.9098,0.4928,0.6603,sam_uploaded,1155.856,9572.0,160182.0,5.75
2026-09-04T01:22:50.551236,pi-test-01,img_6047,JPEG,-,34.593,0.9504,,,n/a,148.742,512.0,59544.0,15.48
2026-09-04T01:22:50.551236,pi-test-01,img_6047,JPEG2000-ROI,-,32.187,0.9091,0.5137,0.6787,sam_uploaded,1175.561,9576.0,160418.0,5.74
2026-09-04T01:22:53.934524,pi-test-01,img_6048,JPEG,-,34.594,0.9504,,,n/a,149.883,512.0,59552.0,15.48
2026-09-04T01:22:53.934524,pi-test-01,img_6048,JPEG2000-ROI,-,32.36,0.9111,0.5032,0.6695,sam_uploaded,1158.702,9568.0,160539.0,5.74
2026-09-04T01:22:57.129605,pi-test-01,img_6049,JPEG,-,38.492,0.9513,,,n/a,142.357,512.0,36933.0,24.95
2026-09-04T01:22:57.129605,pi-test-01,img_6049,JPEG2000-ROI,-,37.925,0.953,0.2868,0.4457,sam_uploaded,1111.41,9568.0,160258.0,5.75
2026-09-04T01:23:00.309920,pi-test-01,img_6050,JPEG,-,38.49,0.9513,,,n/a,143.781,512.0,36942.0,24.95
2026-09-04T01:23:00.309920,pi-test-01,img_6050,JPEG2000-ROI,-,38.03,0.9545,0.2949,0.4555,sam_uploaded,1109.011,9568.0,160533.0,5.74
2026-09-04T01:23:03.553093,pi-test-01,img_6051,JPEG,-,38.49,0.9513,,,n/a,143.21,512.0,37063.0,24.87
2026-09-04T01:23:03.553093,pi-test-01,img_6051,JPEG2000-ROI,-,38.065,0.9542,0.2952,0.4559,sam_uploaded,1118.578,9568.0,160536.0,5.74
2026-09-04T01:23:06.781352,pi-test-01,img_6052,JPEG,-,38.492,0.9513,,,n/a,143.763,512.0,37050.0,24.87
2026-09-04T01:23:06.781352,pi-test-01,img_6052,JPEG2000-ROI,-,38.147,0.955,0.2867,0.4457,sam_uploaded,1111.274,9572.0,160504.0,5.74
2026-09-04T01:23:10.064000,pi-test-01,img_6053,JPEG,-,37.596,0.9526,,,n/a,145.198,512.0,43797.0,21.04
2026-09-04T01:23:10.064000,pi-test-01,img_6053,JPEG2000-ROI,-,34.274,0.92,0.5157,0.6805,sam_uploaded,1108.182,9660.0,160600.0,5.74
2026-09-04T01:23:13.284687,pi-test-01,img_6054,JPEG,-,37.596,0.9526,,,n/a,146.503,512.0,43785.0,21.05
2026-09-04T01:23:13.284687,pi-test-01,img_6054,JPEG2000-ROI,-,34.146,0.9148,0.5377,0.6994,sam_uploaded,1099.927,9568.0,160212.0,5.75
2026-09-04T01:23:16.551557,pi-test-01,img_6055,JPEG,-,37.596,0.9526,,,n/a,144.984,512.0,43803.0,21.04
2026-09-04T01:23:16.551557,pi-test-01,img_6055,JPEG2000-ROI,-,34.22,0.9176,0.5342,0.6964,sam_uploaded,1103.189,9568.0,160458.0,5.74
2026-09-04T01:23:19.804803,pi-test-01,img_6056,JPEG,-,37.596,0.9526,,,n/a,146.642,512.0,43796.0,21.04
2026-09-04T01:23:19.804803,pi-test-01,img_6056,JPEG2000-ROI,-,34.365,0.9199,0.5172,0.6818,sam_uploaded,1099.249,9724.0,160392.0,5.75
2026-09-04T01:23:23.042614,pi-test-01,img_6057,JPEG,-,37.222,0.9531,,,n/a,146.866,512.0,45948.0,20.06
2026-09-04T01:23:23.042614,pi-test-01,img_6057,JPEG2000-ROI,-,33.826,0.904,0.326,0.4917,sam_uploaded,1099.286,9568.0,160176.0,5.75
2026-09-04T01:23:26.243894,pi-test-01,img_6058,JPEG,-,37.221,0.9531,,,n/a,147.187,512.0,45918.0,20.07
